"country","iso_country_code","year","civic_activism","se_civicactivism","intergroup_cohesion","se_intergroupcohesion","clubs_and_associations","se_clubsassociations","interpersonal_safety_and_trust","se_safetytrust","gender_equality","se_genderequality","inclusion","se_inclusion"
"Cote d'Ivoire","CIV","2000",0.4705414,0.0273696,0.4811559,0.007683,,,0.5071185,0.1103147,0.5535439,0.0335488,,
"Cote d'Ivoire","CIV","2005",0.4911129,0.0039818,0.5209671,0.0073367,,,0.317133,0.1233814,0.6580731,0.0046162,,
"Cote d'Ivoire","CIV","2010",0.4961641,0.0045558,0.5835682,0.0057317,,,0.2315338,0.0934138,0.5289267,0.0082373,,
"Croatia","HRV","1990",0.3825995,0.0714211,,,0.401949,,,,0.7479678,0.0039982,,
"Croatia","HRV","1995",0.5763907,0.1017987,,,0.47774,0.0279402,0.5584471,0.0100281,0.7305417,0.0079467,0.6186879,0.0250272
"Croatia","HRV","2000",0.5603101,0.055703,0.5813352,0.0043566,0.4500154,0.0739226,0.6009055,0.0461021,0.7488486,0.0158213,0.4792656,0.0070974
"Croatia","HRV","2005",0.4970513,0.0201769,0.6356744,0.0051731,0.4403633,0.1070447,0.5199601,0.0555524,0.7519456,0.0046222,0.4810252,0.0074271
"Croatia","HRV","2010",0.5311071,0.0423201,0.7529407,0.0053679,0.4550312,0.1029802,0.5547361,0.069527,0.8814213,0.0301047,0.5435188,0.0191552
"Cuba","CUB","1990",0.5084105,0.0038405,,,,,,,0.7455453,0.0156922,,
"Cuba","CUB","1995",0.5125034,0.0027447,,,,,,,0.707112,0.0275003,,
"Cuba","CUB","2000",0.455298,0.0362099,,,,,,,0.7010595,0.0235047,,
"Cuba","CUB","2005",0.4595039,0.0214781,0.6216208,0.0050102,,,0.4572001,0.0721254,0.757028,0.017088,,
"Cuba","CUB","2010",0.4526004,0.0284233,0.7378889,0.0044951,,,0.4813433,0.0537637,0.8587345,0.0564939,,
"Cyprus","CYP","1990",0.5465694,0.0471274,0.6850753,0.0042612,,,,,0.7223953,0.006201,,
"Cyprus","CYP","1995",0.5513498,0.0321782,0.6455709,0.0037127,,,,,0.6703588,0.0162683,,
"Cyprus","CYP","2000",0.5617719,0.0154568,0.567278,0.0016284,0.4759854,,0.72648,0.0221581,0.6994264,0.013637,,
"Cyprus","CYP","2005",0.568094,0.0292541,0.6106977,0.0084799,0.4113606,0.0272117,0.5467077,0.153383,0.7536469,0.0066584,0.4673802,0.0117023
"Cyprus","CYP","2010",0.552476,0.0289189,0.7259447,0.0094803,0.379999,0.0643415,0.5708496,0.2063841,0.8024765,0.0302487,0.4812144,0.0135077
"Czech Republic","CZE","1990",0.6565546,0.0462651,,,0.4260238,0.1573283,0.5384601,0.0092564,0.7219182,0.0049621,0.6241376,0.0723719
"Czech Republic","CZE","1995",0.5872366,0.0298862,0.6968152,0.0060151,0.4800798,0.0529867,0.5495988,0.0188575,0.7567713,0.0136119,,
"Czech Republic","CZE","2000",0.5637247,0.0237883,0.5837113,0.004851,0.4826041,0.0755878,0.5767861,0.0463239,0.7568869,0.0161032,0.5231454,0.0063206
"Czech Republic","CZE","2005",0.5673112,0.0095985,0.6332853,0.0063829,0.4648315,0.1375695,0.5236512,0.0577102,0.7571996,0.0057181,0.5261118,0.0118761
"Czech Republic","CZE","2010",0.5630981,0.0149903,0.7594243,0.0047569,0.4771855,0.1522128,0.5474469,0.0613758,0.8146753,0.0230745,0.5293858,0.0133968
"Denmark","DNK","1990",0.7404408,0.07928,,,0.6036979,,0.5473281,0.011076,0.7672365,0.0106,0.9005465,0.0109109
"Denmark","DNK","1995",0.8247308,0.0121018,,,0.5315533,,0.5617754,0.022039,0.767705,0.0160727,,
"Denmark","DNK","2000",0.6733633,0.0122468,,,0.5394828,0.030926,0.6496706,0.0674398,0.7945606,0.025442,0.5949804,0.0058237
"Denmark","DNK","2005",0.6270362,3.527E-4,0.6447999,0.0084035,0.5694633,0.0552235,0.5901355,0.0681658,0.7723864,0.0076861,0.5735443,0.0173502
"Denmark","DNK","2010",0.6034289,0.0248152,0.7445761,0.008164,0.6226419,0.1112254,0.6374569,0.0509387,0.9738618,0.0448839,0.5946016,0.0172424
"Djibouti","DJI","1990",0.328624,0.0180881,,,,,,,,,,
"Djibouti","DJI","1995",0.3398287,0.0164638,,,,,,,,,,
"Djibouti","DJI","2000",0.3697598,0.0202231,,,,,,,0.5474193,0.020922,,
"Djibouti","DJI","2005",0.4309872,0.0109862,0.5656278,0.0126867,,,0.4514229,0.064286,0.6798751,0.0093353,,
"Djibouti","DJI","2010",0.4149815,0.019103,,,,,,,0.6234178,0.0348528,,
"Dominica","DMA","1990",,,,,,,,,,,,
"Dominica","DMA","1995",,,,,,,,,,,,
"Dominica","DMA","2000",,,,,,,0.5572708,0.0120202,0.6863074,0.0095984,,
"Dominica","DMA","2005",,,,,,,0.4296084,0.0529031,,,,
"Dominica","DMA","2010",,,,,,,,,,,,
"Dominican Republic","DOM","1990",0.4656855,0.0065328,0.663225,0.0031216,,,,,0.748628,0.0167721,,
"Dominican Republic","DOM","1995",0.5006878,0.0451818,0.6162735,0.0033574,0.5601687,,,,0.7342272,0.0184166,0.482655,0.0395252
"Dominican Republic","DOM","2000",0.4598104,0.0069172,0.5382665,0.0045285,0.5792142,,0.5225251,0.0580253,0.6337744,0.0244653,,
"Dominican Republic","DOM","2005",0.4887316,0.0089817,0.6136771,0.005958,0.6667098,0.0388916,0.3833852,0.0629907,0.7391667,0.0148423,0.4351495,0.0108426
"Dominican Republic","DOM","2010",0.4880698,0.0215076,0.7438053,0.0052597,0.6330878,0.0890942,0.3905672,0.0778365,0.7425552,0.0359999,0.4535269,0.0169957
"Ecuador","ECU","1990",0.5226789,0.009811,0.6968812,0.0060101,,,0.526352,0.0210491,0.722882,0.0113621,,
"Ecuador","ECU","1995",0.534693,0.0113564,0.6245802,0.0027269,0.5570925,0.0221897,0.5241806,0.0133713,0.6686842,0.0257542,,
"Ecuador","ECU","2000",0.5374892,0.0105762,0.4592827,0.0102219,0.6472,0.0602389,0.4248751,0.0754464,0.6379688,0.0220518,0.4598632,0.0150968
"Ecuador","ECU","2005",0.4994433,0.0124044,0.503092,0.0079645,0.6026527,0.1977402,0.3441935,0.0586999,0.7129651,0.01093,0.4363226,0.0119857
"Ecuador","ECU","2010",0.4971066,0.0075896,0.6532466,0.0054262,0.4520418,0.1155003,0.3944704,0.071327,0.7150893,0.0390394,0.4102721,0.0067266
"Egypt, Arab Rep.","EGY","1990",0.5444015,0.0353809,0.5850822,0.0085986,0.439118,,0.5461907,0.0272565,0.6566229,0.007409,,
"Egypt, Arab Rep.","EGY","1995",0.5364888,0.0298662,0.5874618,0.0080632,0.4651463,,0.5599014,0.0355771,0.58562,0.0249486,,
"Egypt, Arab Rep.","EGY","2000",0.5248632,0.0277194,0.5497638,0.0015081,0.4722887,0.0380849,0.66949,0.0535179,0.5569785,0.0250447,0.4304806,0.0101845
"Egypt, Arab Rep.","EGY","2005",0.5116143,0.0305447,0.5322793,0.0077665,0.4818873,0.0341404,0.5310889,0.0866618,0.6680579,0.011099,0.4542015,0.0143343
"Egypt, Arab Rep.","EGY","2010",0.5081648,0.0254616,0.6020977,0.0032375,0.462382,0.0044241,0.5163983,0.1071676,0.5702059,0.0329094,0.4480099,0.019106
"El Salvador","SLV","1990",0.5070902,0.0210487,0.4939537,0.0173505,,,,,0.7281023,0.006844,,
"El Salvador","SLV","1995",0.4938585,0.0240661,0.6120626,0.0048818,0.4854441,0.0275546,0.4974065,0.020487,0.6958316,0.0227733,,
"El Salvador","SLV","2000",0.4940411,0.025535,0.5678399,0.0017194,0.5047234,0.0295285,0.3389053,0.0556478,0.7232714,0.0167987,0.5592813,0.0344762
"El Salvador","SLV","2005",0.4871287,0.0169375,0.580237,0.0035981,0.4922303,0.0537076,0.280625,0.0818919,0.7427442,0.0064775,0.4839473,0.020684
"El Salvador","SLV","2010",0.4632447,0.0153054,0.7223562,0.0037038,0.4884563,0.0737836,0.2899418,0.0895231,0.743952,0.0203876,0.5046828,0.0219796
"Equatorial Guinea","GNQ","1990",0.431658,0.0857274,,,,,,,,,,
"Equatorial Guinea","GNQ","1995",0.3948677,0.0717245,,,,,,,0.5268021,0.0159352,,
"Equatorial Guinea","GNQ","2000",0.372548,0.037178,,,,,,,0.4895831,0.0067744,,
"Equatorial Guinea","GNQ","2005",,,0.6034298,0.0092899,,,0.2701368,0.0353332,0.6498261,0.0054623,,
"Equatorial Guinea","GNQ","2010",,,0.6600654,0.0119904,,,0.2866317,0.0465136,0.6071436,0.0334005,,
"Eritrea","ERI","1990",,,,,,,,,,,,
"Eritrea","ERI","1995",0.2680117,0.0648309,,,,,,,0.642712,0.0271821,,
"Eritrea","ERI","2000",0.3927986,0.0679126,,,,,0.6361864,0.0653536,0.5705706,0.0203954,,
"Eritrea","ERI","2005",0.4553139,0.0493453,0.5992693,0.0046567,,,0.4860481,0.110911,0.6797673,0.013103,,
"Eritrea","ERI","2010",0.4451477,0.0653876,0.7003676,0.0058023,,,,,0.640393,0.0395136,,
"Estonia","EST","1990",0.5114062,0.1005763,,,0.413948,0.0080814,0.5216908,0.0096857,0.8069886,0.0140904,0.4313343,0.1232405
"Estonia","EST","1995",0.5743954,0.0852454,,,0.4537181,0.0051469,0.5261112,0.0163986,0.7789618,0.015276,0.4041037,0.0392523
"Estonia","EST","2000",0.5872167,0.0564463,0.5836537,0.0048389,0.4120546,0.0362619,0.4976632,0.0436229,0.8273126,0.0247697,0.480716,0.014527
"Estonia","EST","2005",0.5599674,0.0294206,0.6437927,0.0079603,0.3997813,0.0274574,0.4582211,0.0542217,0.7774423,0.0089359,0.4752944,0.0168572
"Estonia","EST","2010",0.5576116,0.0342339,0.7505109,0.0076092,0.4480833,0.0679519,0.5129204,0.0722632,0.9963664,0.0285985,0.4717415,0.0246582
"Ethiopia","ETH","1990",0.4659189,0.0366726,0.4151438,0.0129803,,,,,0.6731241,0.0151605,,
"Ethiopia","ETH","1995",0.3911668,0.0621936,0.5382032,0.0131781,,,,,0.5857776,0.0378826,,
"Ethiopia","ETH","2000",0.386353,0.050122,0.467935,0.0125416,,,0.5093617,0.0666052,0.562956,0.0267342,,
"Ethiopia","ETH","2005",0.4439973,0.0187087,0.4735719,0.0078143,0.6539396,,0.4230818,0.048418,0.6845268,0.0137036,0.4824054,0.0164269
"Ethiopia","ETH","2010",0.4284782,0.0277956,0.5669624,0.003113,0.5937333,,0.4124486,0.029798,0.537199,0.0836058,0.4888154,0.0204504
"Faeroe Islands","FRO","1990",,,,,,,,,,,,
"Faeroe Islands","FRO","1995",,,,,,,,,,,,
"Faeroe Islands","FRO","2000",,,,,,,,,,,,
"Faeroe Islands","FRO","2005",,,,,,,,,,,,
"Faeroe Islands","FRO","2010",,,,,,,,,,,,
"Fiji","FJI","1990",0.5501016,0.0455021,,,,,,,,,,
"Fiji","FJI","1995",0.5633811,0.051834,,,,,,,0.670478,0.0342461,,
"Fiji","FJI","2000",0.5379215,0.0281643,,,,,0.6539562,0.0539863,0.6584563,0.0254273,,
"Fiji","FJI","2005",0.5229316,0.0249014,0.5854995,0.001622,,,0.4978005,0.1086425,0.7289709,0.0150438,,
"Fiji","FJI","2010",0.5280285,0.0242911,,,,,0.5157129,0.1367139,0.7096719,0.0441692,,
"Finland","FIN","1990",0.7983221,0.0374047,,,0.6141198,0.0016869,0.5605223,0.015901,0.7734345,0.0100665,0.8312603,0.0263865
"Finland","FIN","1995",0.7827061,0.0735311,,,0.5265276,0.009287,0.5770703,0.021551,0.794394,0.0190317,0.7037593,0.0338225
"Finland","FIN","2000",0.6738213,0.0254641,,,0.5297172,0.0222628,0.6424943,0.0593498,0.8292806,0.0288814,0.6077461,0.009809
"Finland","FIN","2005",0.624298,0.0148241,0.6737691,0.0111202,0.5422329,0.0479732,0.5809856,0.0650314,0.777619,0.0075602,0.5780867,0.0164414
"Finland","FIN","2010",0.6493115,0.0169641,0.7784918,0.0073212,0.5422014,0.0526782,0.6347388,0.0560411,0.9765749,0.0310224,0.5979945,0.0134893
"France","FRA","1990",0.7900634,0.0328351,0.6436051,0.0114422,0.4471879,,0.5438102,0.0089796,0.7464942,0.0099123,0.7361553,0.022595
"France","FRA","1995",0.7580718,0.0901442,0.6397267,0.0072421,0.4856632,,0.5430136,0.0197855,0.7774246,0.0201466,,
"France","FRA","2000",0.641108,0.0457443,0.5492533,0.0035575,0.5199695,0.0592925,0.6027032,0.0752732,0.7656282,0.0197847,0.5525434,0.0077448
"France","FRA","2005",0.5827615,0.0411865,0.5773393,0.0088339,0.5392534,0.0720871,0.5126958,0.0696445,0.7750221,0.0065197,0.4942864,0.0134121
"France","FRA","2010",0.6007738,0.0457866,0.707461,0.008938,0.5506902,0.1089383,0.5401694,0.0800712,0.9584994,0.0283144,0.5196718,0.0189969
"French Polynesia","PYF","1990",,,,,,,,,,,,
"French Polynesia","PYF","1995",,,,,,,,,,,,
"French Polynesia","PYF","2000",,,,,,,,,,,,
"French Polynesia","PYF","2005",,,,,,,,,,,,
"French Polynesia","PYF","2010",,,,,,,,,,,,
"Gabon","GAB","1990",0.4311922,0.0238547,,,,,,,0.7167897,0.0103458,,
"Gabon","GAB","1995",0.4518576,0.0198229,,,,,,,0.6935472,0.0259961,,
"Gabon","GAB","2000",0.4484219,0.0077713,,,,,,,0.5781038,0.0241491,,
"Gabon","GAB","2005",0.4693083,0.0080546,0.6227859,0.0043807,,,0.3371944,0.0057901,0.708167,0.0164045,,
"Gabon","GAB","2010",0.4673375,0.0062189,0.7062915,0.0058759,,,0.3458488,0.0153126,0.6586048,0.0459475,,
"Gambia, The","GMB","1990",0.4079247,0.0055303,,,,,,,0.6993277,0.0161445,,
"Gambia, The","GMB","1995",0.3666303,0.0359978,,,,,,,0.6085596,0.0330962,,
"Gambia, The","GMB","2000",0.448374,0.0100318,,,,,,,0.5969377,0.0295257,,
"Gambia, The","GMB","2005",0.5008998,0.0281549,0.6318933,0.0037555,,,,,0.6717454,0.0178915,,
"Gambia, The","GMB","2010",0.5077764,0.0318534,0.7457253,0.0036392,,,,,0.6796764,0.0370397,,
"Georgia","GEO","1990",0.4192314,0.119525,,,0.5818774,,0.5173541,0.026064,0.738935,0.0128405,,
"Georgia","GEO","1995",0.427575,0.0826995,,,0.4804186,0.0797224,0.5480262,0.0315777,0.7198843,0.0290241,,
"Georgia","GEO","2000",0.4755489,0.0189038,,,0.4120551,0.1289829,0.5560852,0.0337797,0.7188441,0.0137638,,
"Georgia","GEO","2005",0.4625078,0.0299968,0.4891767,0.0142708,0.4069868,0.2167024,0.4525878,0.0651877,0.7479215,0.0064846,,
"Georgia","GEO","2010",0.469295,0.0430839,0.6607456,0.0019155,0.4117818,0.193289,0.4664825,0.0662934,0.8034058,0.0460356,0.4729359,0.0107335
"Germany","DEU","1990",0.8072828,0.0134547,0.6266677,0.0163561,0.4632497,,0.5488977,0.0033814,0.7522063,0.0080178,0.850978,0.0217976
"Germany","DEU","1995",0.8435892,0.021062,0.6578784,0.0094395,0.5092982,,0.5588695,0.0171751,0.775457,0.0225599,0.6423382,0.0104595
"Germany","DEU","2000",0.6398672,0.0353642,0.5893266,0.0060291,0.5516354,7.537E-4,0.6194723,0.0769221,0.7616443,0.0231648,0.5709431,0.0070487
"Germany","DEU","2005",0.597899,0.0275992,0.6286089,0.0056385,0.518217,0.0802141,0.5417525,0.0460138,0.76963,0.0083467,0.5105635,0.0033144
"Germany","DEU","2010",0.603978,0.0370985,0.7505662,0.0041367,0.5542861,0.095183,0.5690533,0.0433605,0.9270739,0.0714977,0.5384594,0.0088032
"Ghana","GHA","1990",0.5046013,0.0368213,0.6540667,0.0056492,,,,,0.7228154,0.0182192,,
"Ghana","GHA","1995",0.4606446,0.0417698,0.6547443,0.0055093,,,,,0.7036593,0.0534356,,
"Ghana","GHA","2000",0.4386801,0.0352269,0.5647404,0.0012794,0.7515792,,,,0.6650529,0.0433133,,
"Ghana","GHA","2005",0.5023045,0.0241401,0.6130466,0.0039297,0.6155592,0.0382483,0.4095716,0.0778531,0.6977308,0.0154349,0.4897805,0.0179016
"Ghana","GHA","2010",0.5144737,0.0174397,0.720553,0.0020322,0.5591654,0.0240334,0.417028,0.0481594,0.6843467,0.064236,0.4555228,0.0122114
"Greece","GRC","1990",0.5652277,0.025637,0.6201195,0.011441,0.4579986,,0.5588809,0.0016758,0.7264755,0.0085923,,
"Greece","GRC","1995",0.5789258,0.0374171,0.6633561,0.003194,0.5067378,,0.5856209,0.0072228,0.7145056,0.0250263,,
"Greece","GRC","2000",0.6288785,0.0113657,0.556882,0.0023599,0.5433934,,0.6612874,0.0480815,0.7529953,0.025938,0.516584,0.0146565
"Greece","GRC","2005",0.5575497,0.0387399,0.6168553,0.0049578,0.5690386,,0.5253036,0.0604152,0.7383716,0.0071779,0.5072218,0.0062109
"Greece","GRC","2010",0.5517117,0.0325317,0.6359216,0.0161569,0.514655,,0.5247516,0.0562659,0.7894165,0.0293145,0.536208,0.0100035
"Greenland","GRL","1990",,,,,,,,,,,,
"Greenland","GRL","1995",,,,,,,,,,,,
"Greenland","GRL","2000",,,,,,,,,,,,
"Greenland","GRL","2005",,,,,,,,,,,,
"Greenland","GRL","2010",,,,,,,,,,,,
"Grenada","GRD","1990",,,,,,,,,,,,
"Grenada","GRD","1995",,,,,,,,,,,,
"Grenada","GRD","2000",,,,,,,,,0.6266435,0.0181984,,
"Grenada","GRD","2005",,,,,,,,,,,,
"Grenada","GRD","2010",,,,,,,,,0.7960464,0.0460256,,
"Guam","GUM","1990",,,,,,,,,,,,
"Guam","GUM","1995",,,,,,,,,,,,
"Guam","GUM","2000",,,,,,,,,,,,
"Guam","GUM","2005",,,,,,,,,,,,
"Guam","GUM","2010",,,,,,,,,,,,
"Guatemala","GTM","1990",0.4077666,0.0883096,0.445558,0.008969,,,,,0.6994427,0.0156872,,
"Guatemala","GTM","1995",0.4741306,0.0321715,0.5087552,0.0148736,0.478551,0.0229685,0.5099238,0.0259679,0.6005794,0.0157126,,
"Guatemala","GTM","2000",0.4685563,0.0211439,0.5021567,0.0129392,0.485552,0.0097424,0.311565,0.0334739,0.6385276,0.015725,0.3166867,0.0704647
"Guatemala","GTM","2005",0.5036312,0.0071415,0.5627823,0.0031319,0.4641673,0.0121522,0.2691389,0.0650052,0.7125111,0.0100924,0.4145261,0.0201855
"Guatemala","GTM","2010",0.4979627,0.0185481,0.6421766,0.003381,0.6044993,0.1165192,0.3188061,0.0839371,0.676628,0.0244159,0.4025607,0.0184601
"Guinea","GIN","1990",0.3518222,0.0183616,0.6657237,0.0040481,,,,,0.6532996,0.0321163,,
"Guinea","GIN","1995",0.3436252,0.0229529,0.5729383,0.0120225,,,,,0.6155007,0.0493732,,
"Guinea","GIN","2000",0.3764743,0.0119338,0.5268055,0.0075461,,,,,0.6160188,0.0409626,,
"Guinea","GIN","2005",0.4564035,0.0150912,0.5244281,0.0057153,,,,,0.6754561,0.0214016,0.4713318,0.0223588
"Guinea","GIN","2010",0.4507963,0.01708,0.5576078,0.0071678,,,,,0.6225466,0.0628459,0.4590554,0.0278334
"Guinea-Bissau","GNB","1990",0.3053658,0.0304752,,,,,,,0.6394452,0.0281683,,
"Guinea-Bissau","GNB","1995",0.3053869,0.0313893,,,,,,,0.6240951,0.0235722,,
"Guinea-Bissau","GNB","2000",0.3524085,0.0413756,,,,,,,0.5440582,0.028384,,
"Guinea-Bissau","GNB","2005",,,0.5816195,0.0032633,,,,,0.6832598,0.0095785,,
"Guinea-Bissau","GNB","2010",,,0.6145469,0.0136656,,,,,0.5747374,0.0272118,,
"Guyana","GUY","1990",0.523065,0.0406137,0.6637924,0.0042542,,,,,0.7214189,0.0101089,,
"Guyana","GUY","1995",0.5005122,0.0478963,0.6760927,0.003606,,,,,0.6775711,0.0143345,,
"Guyana","GUY","2000",0.4938973,0.0158171,0.4815724,3.505E-4,,,,,0.6598797,0.0207352,,
"Guyana","GUY","2005",0.5068624,0.0226574,0.5518082,0.0071831,,,0.3287078,0.0428344,0.7122332,0.0106217,0.413132,0.0072367
"Guyana","GUY","2010",0.5137461,0.0242672,0.681961,0.0043027,,,0.3132917,0.0395941,0.7045945,0.0295474,0.3902078,0.0103155
"Haiti","HTI","1990",0.3535402,0.0504912,,,,,,,0.7280542,0.01319,,
"Haiti","HTI","1995",0.3595312,0.0605365,,,,,,,0.5632395,0.0379592,,
"Haiti","HTI","2000",0.3797229,0.0236751,,,,,,,0.5598096,0.0266079,,
"Haiti","HTI","2005",0.4371717,0.007269,0.3942915,0.0054896,,,,,0.6711556,0.0127026,,
"Haiti","HTI","2010",0.4218209,0.0131453,0.5882067,0.0027427,,,,,0.5932199,0.033673,,
"Honduras","HND","1990",0.4856798,0.0192129,0.5225751,0.0150325,,,,,0.72856,0.0121358,,
"Honduras","HND","1995",0.4294999,0.086212,0.5511644,0.0102534,0.5313478,0.0356526,,,0.7340993,0.0271067,,
"Honduras","HND","2000",0.4716065,0.0121886,0.5558988,0.0051555,0.5574257,0.1176211,0.3878774,0.0773004,0.7155046,0.0354509,0.4655081,0.0107321
"Honduras","HND","2005",0.5005245,0.0067517,0.5862628,0.0059643,0.5791624,0.1529652,0.2998578,0.0738038,0.7303754,0.0143242,0.4281577,0.0119937
"Honduras","HND","2010",0.4867789,0.0149939,0.6842561,0.0093012,0.6797249,0.064231,0.3290657,0.0691673,0.7490385,0.0578159,0.4485065,0.0196283
"Hong Kong, China","HKG","1990",,,,,,,0.5573082,0.0048324,0.7169746,0.0043832,,
"Hong Kong, China","HKG","1995",,,,,,,0.5878916,0.0100817,0.6951668,0.0050709,,
"Hong Kong, China","HKG","2000",,,,,,,0.7067844,0.0380349,0.6790811,0.0046799,,
"Hong Kong, China","HKG","2005",0.5821345,0.0248682,,,0.4667729,,0.6235673,0.0469544,0.7495285,0.0086366,0.5817987,0.0180456
"Hong Kong, China","HKG","2010",0.6126977,0.0380249,,,0.4459041,,0.6479488,0.0439941,0.7982994,0.0213152,0.582986,0.0121418
"Hungary","HUN","1990",0.5533453,0.0515778,0.7057675,0.0076212,0.4044179,,0.5434681,0.0042515,0.7831354,0.0128019,0.5387383,0.0466582
"Hungary","HUN","1995",0.6279872,0.0378885,0.7005184,0.0066689,0.4887889,0.0409873,0.5459443,0.011704,0.7805445,0.0241647,,
"Hungary","HUN","2000",0.5502532,0.0297512,0.5792617,0.0039282,0.4834275,0.0994516,0.5699114,0.0433791,0.726247,0.0252501,0.459656,0.0073816
"Hungary","HUN","2005",0.5425624,0.0204746,0.6213893,0.0069078,0.4775276,0.1903646,0.4971585,0.0379386,0.7724629,0.0046915,0.4540886,0.0142116
"Hungary","HUN","2010",0.5302854,0.0225447,0.7568402,0.004362,0.4847359,0.1919232,0.5147581,0.0450297,0.9262196,0.0277355,0.5078679,0.020676
"Iceland","ISL","1990",0.6947692,0.0869492,,,0.6177639,,,,0.7835335,0.0095666,0.7875662,0.0465485
"Iceland","ISL","1995",0.7162522,0.0910205,,,0.5411518,,,,0.761591,0.0294306,,
"Iceland","ISL","2000",0.6590709,0.0467759,,,0.562698,,0.6951849,0.018157,0.8116375,0.0293953,0.6197885,0.0133411
"Iceland","ISL","2005",0.6106318,0.0738001,0.6947981,0.010643,0.6020462,,0.6023583,0.0476976,0.7575096,0.0111483,0.6483408,0.0217335
"Iceland","ISL","2010",0.6038146,0.0498287,0.7802022,0.0067371,0.6576534,,0.6368879,0.0492313,0.9697827,0.0348042,0.6485052,0.0111311
"India","IND","1990",0.5202474,0.1067944,0.4194496,0.0099625,0.6182643,0.0514069,0.5587299,0.0104628,0.6361332,0.022095,0.1725931,0.0782075
"India","IND","1995",0.5492638,0.1010597,0.5504319,0.0094631,0.5306761,0.0188815,0.5763175,0.0278771,0.612524,0.027594,0.3584736,0.0463206
"India","IND","2000",0.4967585,0.0595811,0.4555971,0.0049343,0.5361392,0.0364914,0.6363998,0.0768499,0.5605115,0.0173696,0.4088992,0.018947
"India","IND","2005",0.5026182,0.0514045,0.4684221,0.0081738,0.5808298,0.0686308,0.5215288,0.0791144,0.6817728,0.0097414,0.3924371,0.0113296
"India","IND","2010",0.4967229,0.056943,0.5205625,0.0136499,0.5692335,0.0825499,0.5269108,0.0746348,0.6178376,0.0315327,0.3765086,0.013047
"Indonesia","IDN","1990",0.4767395,0.0664515,0.6170143,0.0040201,0.658452,,0.5658199,0.0164545,0.7082291,0.0065824,,
"Indonesia","IDN","1995",0.4550146,0.054895,0.5362897,0.0103342,0.5576616,,0.5914191,0.0325209,0.6418253,0.0121561,,
"Indonesia","IDN","2000",0.484383,0.0299771,0.396026,0.0112981,0.5743482,0.0090782,0.6612095,0.0717787,0.6056945,0.021813,0.4620623,0.0200674
"Indonesia","IDN","2005",0.5090249,0.0194639,0.5319812,0.0066311,0.6907237,0.0516919,0.4960102,0.0927624,0.7023518,0.0083399,0.4100402,0.020829
"Indonesia","IDN","2010",0.5132129,0.0276272,0.6447808,0.0084365,0.7093903,0.0654287,0.4738026,0.0934657,0.6727016,0.0212303,0.40088,0.0246054
"Iran, Islamic Rep.","IRN","1990",0.466377,0.0081235,0.5789068,0.0135571,,,,,0.5201033,0.0280659,,
"Iran, Islamic Rep.","IRN","1995",0.4597392,0.0091619,0.6193846,0.008289,,,,,0.5215662,0.0721548,,
"Iran, Islamic Rep.","IRN","2000",0.494078,0.0144434,0.4854718,0.0083676,0.3954451,,,,0.5090917,0.0424669,0.4749064,0.0185562
"Iran, Islamic Rep.","IRN","2005",0.4972135,0.0104492,0.5318827,0.0057309,0.3483435,,0.5716791,0.0485154,0.6675786,0.0185041,0.4254317,0.0105744
"Iran, Islamic Rep.","IRN","2010",0.5041324,0.0158729,0.6170201,0.0045583,0.3196933,,0.565796,0.0140051,0.5696929,0.0586649,0.4188641,0.0125944
"Iraq","IRQ","1990",0.4981924,0.036126,0.4450368,0.0159135,,,,,0.64342,0.0255068,,
"Iraq","IRQ","1995",0.4661169,0.0252076,0.4626724,0.0131919,,,,,0.5216136,0.0290561,,
"Iraq","IRQ","2000",,,0.4671295,0.012352,,,,,0.4500083,0.0053612,0.4706294,0.0171176
"Iraq","IRQ","2005",0.4942799,0.017499,-0.0318304,0.0207395,,,0.3833816,0.1187733,0.6200486,0.0127335,0.447348,0.019801
"Iraq","IRQ","2010",0.4981784,0.0202573,0.182564,0.0144792,,,0.3723839,0.1336306,0.5080076,0.0517054,0.4036882,0.0204748
"Ireland","IRL","1990",0.6078268,0.0020464,,,0.553801,,,,0.7324703,0.0087235,0.5937493,0.0730532
"Ireland","IRL","1995",0.6267796,0.0283697,,,0.5189457,,0.6019098,0.017721,0.7377153,0.0275357,,
"Ireland","IRL","2000",0.614675,0.0366983,,,0.5406467,,0.7011952,0.0264694,0.7802634,0.0269605,0.5532947,0.0132491
"Ireland","IRL","2005",0.5460763,0.0279019,0.7132141,0.0096556,0.561545,,0.5780312,0.0394068,0.761273,0.0098525,0.566612,0.0108079
"Ireland","IRL","2010",0.5504615,0.0145661,0.7708879,0.0064425,0.6666508,,0.5932662,0.0448611,0.9205629,0.0355274,0.5661249,0.0112991
"Isle of Man","IMN","1990",,,,,,,,,,,,
"Isle of Man","IMN","1995",,,,,,,,,,,,
"Isle of Man","IMN","2000",,,,,,,,,,,,
"Isle of Man","IMN","2005",,,,,,,,,,,,
"Isle of Man","IMN","2010",,,,,,,,,,,,
"Israel","ISR","1990",0.6125084,0.0470221,0.4824422,0.0217448,,,0.5462803,0.0013837,0.7366405,0.0033341,,
"Israel","ISR","1995",0.6239401,0.0643594,0.5277241,0.0172663,,,0.553215,0.0083531,0.733429,0.0092218,,
"Israel","ISR","2000",0.619826,0.0338074,0.4311201,0.0130717,0.5709823,,0.5750032,0.0583029,0.748729,0.0150865,0.4429819,0.0256862
